userid,screenname,follower,friend
'2945762764,geczy_zoltan,2,0
'327227550,matt180b,26,0
'596537702,francescoadorn1,2,0
'4034779093,frankhuang616,36,0
'1683546481,sigylan,31,0
'570608472,sjimin221,44,0
'605109324,Valdequeoliveir,19,0
'719818233201717248,aanishbutt2,16,0
'1139589692,MiriamLeePY,3,0
'550033225,Choko_Dea,4,0
'925940064,keneth08016378,8,9
'4700249736,liu_nanfang,11,0
'222538758,tth36,38,0
'488215500,linxika,34,0
'4903397345,watch_speak,17,0
'2305010929,Shylo1987,53,0
'964196266296168452,Nick92980537,49,0
'2855615132,Ceciliayangyang,11,0
'1146171745,dolares133,31,0
'556713886,djillali13m,12,0
'953679275848355840,VeganBatch,217,576
'730470579858485248,aimee1380,10,0
'1485802574,MC_JayCoob,156,0
'3747392952,tsengweichen,53,0
'242754403,ddaquanesed9,56,97
'3610498334,kim77165087,24,0
'1856617555,ColaciDaniele,126,843
'518568381,SeVcanAsLaneR,5,0
'2858041302,zyp10468,7,0
'424747559,April_YangU,36,116
'93894074,juliebronx,117,0
'1696498544,PatakBleky2007,25,0
'2323792920,Fire12120Fire,47,0
'2551821163,charmonki103,50,0
'1088737303,hank1842,6,0
'933764366297653248,meichilo_bob,5,0
'4250352141,sencon19,26,0
'209156312,cldc11,103,0
'2387767176,Schweinehop,22,0
'141517846,tiancun_cc,10,0
'260669558,shekkaiming,31,0
'451409941,Ray_Ye,11,0
'435312813,richard3718,27,0
'1656461041,lorenzo_ramazzo,2,0
'151061531,daivon678,1,0
'2387077183,AdekK0ler,23,0
'3258470180,aiaiyanm,10,0
'2270331996,Michel29292929,38,0
'438689655,KeeganRockwoodT,32,0
'418940034,TheEnd187,47,0
'2285468004,drrobertogg,39,0
'199173662,antonetmacanas,15,45
'398666223,mang2711,28,0
'845797621386104832,Bl6TCNpLSQaOSvi,72,0
'794610200787423232,_velger,86,0
'1879777590,lazysongfrely,9,0
'2312384726,maxmailloux,24,0
'193751134,Vision_driven,71,0
'311848211,raya2554,13,93
'2423959105,Vulkan_Music,44,0
'2561171647,noshenakhtar,3,0
'1961673060,nick_1314,37,0
'1462475060,hero523238514,16,0
'1636287266,Vero72Martinez,7,73
'2621194802,System5PROBLEM,17,0
'470080932,hansGerch1,15,2
'238377770,NanaGoesBlehh,23,0
'2314779752,painreliefcom,14,0
'1209036109,8445941744,19,0
'286621473,melo9090,14,0
'476970497,xDaniiiiElle,15,0
'630478914,d_cope_,19,33
'290447898,melvinalden,29,0
'1379099618,MatasSweet,30,0
'2255374396,AnkerKirito,1,0
'221294970,nuyuilove,48,0
'2601877442,cindybaby105,12,0
'906788114009538560,LeeYongHuat2,78,0
'364244156,Ryno916sps,36,219
'2720118468,adel_ah2016,32,0
'270837190,gorni1000,7,0
'901314800,russelljohn11,49,0
'2832365822,tau852852,4,0
'169793667,fantaghiro1183,97,0
'1863414091,frankey98,21,0
'3052900618,AcciesFan874,19,0
'366341552,LYJ0742,12,0
'187948391,Joy_0518,2,0
'459258004,NaavudiDiabetes,20,0
'4446886813,rem_embrance,14,0
'222659592,Jaylah_Rene,71,0
'421855459,nomarwego,11,0
'605482227,wnsgmlghd,12,0
'284268762,lucas01145,60,293
'250575225,Denjegelsker,7,0
'81985866,dmason567,5,0
'205700338,devpriya0302,15,0
'2791553920,nicolenicolezkl,10,0
'1519241586,gyucha_m,1,0
'73623885,Paznofuturo,21,0
'338722166,fernandouo,12,0
'2650147140,williamjiaan,24,0
'213394988,Nawakin,12,0
'1248000408,ConnorJDickey,7,0
'376510628,pjm990914,19,198
'1650579151,suren358,8,0
'2387259270,AIwaczyk,9,0
'1164522696,honeycocainebtc,76,0
'589644108,wheatmzd,57,0
'297259359,smarter1201,5,8
'544642115,joeboucher2,15,0
'2158776079,parasvirk9,18,0
'1294728668,HamzaGuns,20,0
'110895658,pirigretchen,24,0
'1429247376,mc_natsu,8,0
'1023872599,Mlolist,0,0
'4326539477,28939187qqcom1,24,0
'805270338,OnurcanFener,17,95
'761043294662950913,SarahElshoff1,124,0
'342271212,Ederdacb,19,0
'1405654783,FriendGameplay,114,0
'851520974,dez_stov,220,0
'168336972,dhkdeorkfwkdrns,63,454
'50914033,LisaLiviahRose,12,12
'1891850712,RorroW,27,0
'787797602846715904,WuJuun,48,0
'425749694,compe99,335,0
'630898040,prq5727,66,0
'621670424,IsaacChristens1,5,7
'408372325,MylliKetwlly,214,0
'1175131339,drrozim,14,0
'92243910,silverencat,9,0
'300105393,pvcshlee,9,0
'2793030451,AloysiusRully,1,0
'407266909,ZsoltLevai,9,0
'203510986,m8848,10,0
'1664619584,gall_terry,49,0
'3190066129,farouterwill,4,0
'302918939,MaiconTestoni,26,0
'440634699,Jabadfe,11,0
'932471528,MogaMelinda,9,0
'222122446,emmajoatony,3,0
'2871946303,pollynder,14,0
'269404420,marwabr,5,0
'429009942,anise0304,10,9
'1297051843,SaruwatariMihar,21,0
'498930943,leonardozanin2,19,0
'1031304247,HakoUltrAslan,6,0
'341205373,Grabriel_da_Tjs,23,0
'1462322004,hari_vignesh13,106,0
'421431137,Mahjus,60,0
'445094831,GeorgePereira72,28,49
'1476526592,atitaya_Oil,9,0
'28577047,chiaweb,321,0
'2910849655,DaPandur,9,0
'2560521525,shadow_creation,9,0
'99348576,ville77,17,0
'760492827876790272,kwaystone,2,0
'966285354847363072,revel20192,14,0
'222052099,la_tasia,25,0
'386696098,melonileen,9,51
'270269650,TstephanieT,25,0
'1884859332,james42895811,74,0
'836735582,aiisgot,26,0
'432442331,174959611,12,0
'247065878,sigarisos,77,0
'145370630,VIZAServTuri,88,0
'418513660,sunyi1125,87,0
'319627385,THEDJPEREZ10,12,0
'3055781032,louisemagee96,21,0
'248031686,anaiah65,8,0
'629459174,mkriszti01,5,0
'272080938,mrcrow21,29,0
'2329797516,Vlriiia,9,0
'2943957347,matias_santande,10,0
'756931916,Antonio60241394,40,0
'2938928358,Gonzalez701Javi,80,0
'3817800134,Bollywood_video,50,0
'543689438,AsiaStawik,78,0
'516896749,SciortinoEnza,6,0
'574384327,JessBarrault,8,0
'1975303285,BorgesParma,22,0
'1713993523,mozaroma95,10,67
'2883251788,AtomowyWrobel,5,0
'956950077829820416,dotomato1,3,0
'37565151,bcshannon,22,112
'395377585,manukumark,44,0
'585448259,tukatui1965,34,0
'2520279306,250330173,6,0
'4647337009,jaymieccy,25,0
'315322601,alicerebelde100,331,0
'354863088,kimjacobs28,4,5
'2334383613,bboywindz19,59,0
'1543589635,dinogon12,8,0
'225411590,shweswea,14,95
'2187484574,sister0923,15,0
'405498666,randikanadeesha,6,0
'1428549848,FresnoEnrique,25,0
'1927958756,Ybenharad,23,0
'2883021620,JJJJJolin,9,0
'544618756,mayagilmore94,17,0
'280674843,alyson910,12,0
'399725298,sabrina_uems,51,0
'1575730957,buddhafudoshin,27,0
'1137468451,Jakubxxx2,24,0
'311328377,abomber11,42,0
'4189183757,fenollvirginie,13,0
'400091915,KhunTangkwaa,26,0
'1516476210,IssaRazak73,15,0
'735705979,Huuuugo2,16,0
'1208293723,RebekaSkulteti,4,0
'451352371,hqwttrtl,11,0
'506068040,nicolesandybin,12,0
'24083547,claythelder,44,0
'635351879,KlemensitsNiku,9,0
'482830731,Sunshinelovery,40,0
'606112856,PresleyHartell,174,511
'308311080,PontusHjort,15,0
'1395361849,AlexHeinisch,16,0
'213070704,s_khayber,68,0
'2213673457,a_hasib1209,28,0
'1482924169,AthineaStone,45,0
'617077654,bobino1988,3,0
'3080927819,ZeroBiersack,23,0
'862693429,moscel1,15,0
'329793131,Wndlskfk,23,0
'931895117425860609,LukStragawalker,6,0
'297026655,BlackVird,6,79
'546728073,EhdtlGhkdwp,3,0
'2733237614,badlisst,70,0
'787094072922034176,sunlva66,15,0
'179202554,nandaalveamanda,36,0
'2399070979,deborehdou,5,0
'2415954018,404NoTFoUNDaiko,54,0
'749257370149191680,CyrilOReily7,57,0
'379602043,GIANLUCABALDAS2,27,0
'574268954,tomtombasset,15,0
'2733981481,itsyangxin,1,0
'174087875,Royalasher,5,0
'36574506,james_mvp,8,0
'1642816333,AfrigisMuhammad,39,0
'168646256,pricils89,18,0
'876628005937958913,DanteBard00,43,0
'854928022528335873,Thewillyang,11,0
'1410715530,Nabryson1,9,74
'522307492,PatrickCarassou,245,0
'343329485,gabrielaalcaino,12,0
'1576179685,ricardomoses4,2,2
'628907068,amaro361,9,0
'340299151,ErlanAntelo,25,0
'125218443,JuliaEggiman,22,0
'2778201937,vbniuilel,1,0
'267264543,larissamatos,89,0
'2488422967,ChenAhe145,5,0
'1059114906,f8353068,3,0
'435105595,ViciLoLXD,13,0
'97232117,CiaBothorp,66,0
'411063513,susanslaps,47,508
'2318160510,15116178749,1,0
'305669847,LaurieHigginbot,4,0
'242799297,juicebb,6,0
'469465914,GolfPloypussorn,11,0
'722063543932227584,cattengana,69,0
'2525722247,Okhelicious,19,0
'2764955499,bradsmillionth,7,0
'775676785,chris_popo,22,0
'2294200231,MarlinDuta,2,0
'1175135257,Marcelayjuan06,34,0
'274007654,Macky2013,21,0
'882830870,MCidjy,121,1089
'2563502064,kwag3389,34,0
'300928533,jatcarpio294,24,0
'939875023086637057,Asenim2,21,0
'331912810,Dsandro,28,84
'253082880,Vigikeh,4,0
'1581863485,Nyah_DUHH,11,0
'951436893241126912,naranjaskunx,29,0
'2794388624,naaaaaaaajs,54,0
'1859023832,arekisandlight,16,0
'635342529,wulibigbangzang,5,0
'132050967,UserFantasyBall,34,0
'828532730,TobiasJohanss10,1,0
'204072473,anderspa,46,0
'915866412803014656,sachgyaan,40,0
'946277719,gpilly,39,442
'2943441771,war_in_my_mind1,90,0
'2601268122,gkswlsdn4561,12,0
'1118646284,psh311246,5,0
'2387781247,LuigiWewe88,23,0
'468691190,JhouCs,27,124
'485216180,deee_ella,140,0
'320241939,barbaraczere,54,0
'2354565787,1004592710,5,0
'558272379,jeffersomnacime,59,0
'495669922,juanlr3,22,0
'1282198776,theerjet,17,0
'126456383,nicoletta007,15,0
'2773198153,347885455,10,0
'172243720,haramacoto,34,0
'634289008,sgt_amok,19,0
'393376377,lisa_coolsmiley,1,0
'2370235483,Annabelleyy1,21,0
'714761706103287809,xxiaoluu,48,0
'888108766784143361,thespideys,6,0
'1712835030,Awaysone,11,0
'761915874483712000,believe251998,14,0
'892375219,ksoj1013,6,33
'714882988,_SereniDy,13,0
'2762033636,himxxx123,13,0
'958578054992941056,DrewKristen4UNI,128,0
'1428068352,Toul123,59,0
'833997159066386432,Ignosta_YT,264,0
'1177881883,sneakernutsb,40,0
'1854319675,envisionjoe,117,0
'2672561775,EliasTomien,7,0
'934076894,BisSewa,33,0
'1487879263,fyzlsl,16,0
'1284662280,elvirejasmin,14,0
'14928534,N_Shattuck,43,0
'813363918,_kathamii,42,0
'606843501,leenixon75,76,0
'167310586,nood234,5,0
'1620807673,KethelenLorrany,106,0
'631720230,GottaBCree,56,0
'705116450,catyanvictoria,79,0
'497797700,bilalmanwar,12,31
'2677640350,845853891,13,0
'330086747,juhi214,7,1
'3290413958,Funnymnnnn,28,0
'2396535660,siaw_a,13,0
'1345177796,eliot_kasumi,19,0
'356060457,nwavartist,122,0
'504452861,0303youngdeukS,5,0
'3248825973,leannedownie122,58,0
'164997097,timszusz,4,0
'2916986118,jlukats11,81,0
'2923958820,WiqarAhmadGeo,25,0
'2286055364,xxcreep,8,0
'607156249,aubreyymontes,19,0
'2872292713,ramiroarmesto,27,0
'851849282726510592,toudian1,5,42
'149020184,nanishitaa,39,0
'4127736972,BlklionHawk,3,0
'2603387691,valou14200,8,0
'2387113578,Morisowaty,4,0
'2792021960,fashion2girl3,33,0
'2829501605,RainH79,2,0
'2699772408,MineplexTime,73,0
'341181177,moepat85,59,0
'722221843,kevinellis23,9,0
'807619294125133824,ChrisbroC530502,4,0
'465888622,MirkoGala,34,0
'1027463642,jooVictordias11,52,0
'2409858554,tigah21,8,0
'3043083157,CAGSX,8,0
'3073102202,fiffieee,29,51
'4428048912,Young12138hha,10,0
'397529561,ADRIANODEOLIV18,18,0
'1013706998,italiiabooy,5,0
'887303725403877376,sugar27120667,1,0
'3223904395,LeoTime2,5,0
'358809552,mclukinhas4144,11,119
'538156148,nicolas04994666,31,0
'2744616103,vfutnrad,4,0
'831756589,DAzrar,62,0
'1696828597,pi915401,10,0
'386767585,10Jhonathan,21,0
'479418701,JJ_Beetle,18,0
'439735515,jorgeaugustoman,26,0
'1686036451,Philx_O,90,0
'2607804530,grant_28_miller,14,0
'2974950273,cerrah3131,22,0
'969455052,somkidsi,78,0
'918162128699297794,gabriela_deuter,38,0
'494578360,_109475153926,0,0
'2658527452,Karimalaoui04,3,0
'801838477,KennethMcminn,31,0
'863988589,sivakumar5053,30,0
'331402826,ChinitaMiucha,63,0
'3207603352,JuanJpcdiego,32,0
'306703360,TANHARIJANTO,61,0
'62372558,KatlinBaby,25,0
'250931380,Havard_hp,53,0
'803961902443286528,0081tomo,18,0
'1351977643,Eduardo_Max12,30,0
'1628055949,lxccb,6,0
'825698168,japanthermatt,273,0
'1723849398,karloss972,10,0
'544616011,lhj000100,18,0
'989465150,gabri______,19,246
'724310010,krd050,31,0
'157213799,hrosanly,110,0
'16205464,ttiittoo,26,3
'444446665,lq567,38,157
'117281460,ConComedy,97,0
'3101325957,lleehannna,8,0
'745740246290161664,VintageFaygifts,30,0
'2659405338,vavala0,3,0
'3032751611,JulyAguero3,41,0
'354987294,smarttraderSMS,8,0
'808066014,542428194,19,0
'250747454,ilovechristy02,26,0
'2451180438,MarianPiurnik,3,0
'433349184,zxc5899,3,0
'704922432,edwinnekane,8,0
'704244238481928192,LukKeahou,26,0
'2815125831,QadirKulsum,40,0
'46038184,sofasb,8,0
'869266159681413120,AbsoluteNT0,85,0
'612121556,WDouglas2011,83,0
'1102371487,muammertatekin1,10,4
'2422996023,Cica12531828,8,0
'911774637213720576,RwTFFKTVnddyHXH,23,0
'212602479,undercontroly,8,0
'1013567935,714587284,1,0
'300548326,SmokeKathy,14,67
'1125288607,RickVsDougie,60,97
'4068795693,Kr39337090,32,0
'2406122464,AlvaroA98941976,22,0
'1730007757,Sulqu,11,0
'81506264,SmallLiang,23,0
'1512597276,UJuraszek,15,0
'422577560,CharlesJestem,36,0
'205684514,Demi_JoeLove,65,0
'1343161183,RyanAMadge,25,0
'2537214070,1a759344157345b,29,0
'130768265,samehazb,6,0
'202966531,dahlia_uniat,14,0
'725350649722851329,Phacharaphat2,10,0
'401203609,Hamz151,58,0
'771352812,taskradar2,5,0
'484302444,sir_knowsalot18,12,0
'983604715,nadalgglila,6,1
'477574377,LauraThomson18,27,0
'813668250,sophiekroe,7,0
'537282550,HalaSalah22,26,0
'568361322,JeanlouisFav,4,0
'378617323,C200AMG1,45,0
'391808510,Tegan_09,28,0
'4819764195,fs4jesus,61,371
'347686429,SSJJBB89,74,0
'858814741,MargiCangiano,137,0
'500127268,fgiordans78,17,0
'2594466999,colemccarthy66,13,0
'185641998,nicky2010_,101,0
'808798340313968640,jjcoolman26,27,0
'2926419660,rhawl24255,10,0
'739519297,KissesBtches,15,0
'552172645,alessandrovend4,15,204
'404209933,sebastienLinero,17,0
'720807619,yamr_97,41,0
'2748601693,oliveruk12,129,814
'282234993,barowsky_scott,217,204
'95106478,Soph_18,167,0
'1605250142,evan_A_12,47,0
'486987513,DaviPonte2,6,0
'1961199775,PlayGamerBr1,83,0
'343182046,angryup,229,0
'334365787,XRamire,23,193
'4420001117,CocoDaly58,52,0
'366205155,nhatalee,41,226
'1530010976,renearnould007,13,0
'633952159,ki_ki_chi,46,0
'1510110668,jemsdonq,11,0
'1733892168,yonk22532253,2,0
'2903630964,RagielfebRagiel,21,0
'1113557088,kotyabhukya,41,0
'3141909615,yannick_133,42,0
'2719637915,Hormonalizado,314,1529
'305213684,FiescoD,14,0
'2198442471,_zaaaaaaa,294,0
'602456087,monkeys01576567,10,0
'2390973834,lixinyu334,22,0
'3384580673,IpetruskaKiss,2,0
'15713735,Michoacan12345,10,0
'2835518601,SkyShot3,14,0
'849281887386206209,TMmjgR3IWFbw5lJ,14,0
'127880023,rabbit0619,43,0
'516500738,puffopablo,9,0
'556650864,lebanga,23,190
'911394593429532672,gaoshang100,16,0
'253714824,mtnvsr,13,0
'1274450012,Ydupaquier,13,0
'474188545,sweeteungkook,7,0
'2298530294,Chrisshmur,29,0
'873751189,kelaniparker,54,0
'881900410205749248,b3SpvoGJg9NUjVj,11,0
'1697508211,AlqinArsen,27,96
'885657524,jackyfang1370,21,0
'2827667676,KonsirKonsir,4,0
'1065045410,courtneyk3710,93,0
'1889875658,mimyne51,80,617
'1619708336,supbro99,33,0
'1188859081,carlislesickner,70,0
'1917631920,ramasam09702003,1,0
'245645930,Brianoldham623,15,0
'601059979,rahimmoh,18,0
'784109112,KongMeyer,21,0
'305153166,LindenSchlodder,27,0
'873108072,orangehaha1,10,0
'2544649981,jojo_moejo,29,0
'931334406,Belindaria,43,0
'247518933,drink002,6,0
'565029095,CorbenB,14,0
'136691845,drshulze,18,52
'1377130195,ASeesead,8,0
'370755016,lacikah95,127,0
'603509218,roberto27a,17,0
'144189115,vkfkekdltm64,12,60
'4315596983,cjh_life,5,0
'863106326,Jorge28482768,167,0
'619724084,HarleyShaw1,25,0
'624814740,khingsamaksaman,16,0
'634935333,MIND_AR,14,0
'2928357104,FerXDJulius,29,0
'3627973637,FanaegoK,32,17
'2873673502,cuijames2,42,0
'940537979960942593,Even_Mat,28,0
'400674633,thswjdals123,17,0
'166956248,ryanpey2010,9,0
'2585649986,dysmith7,7,0
'412530118,MLasania,40,0
'1880705653,geraldj12994379,2,0
'3225019392,880vishnu990,27,0
'912176271454437376,Phannuta2,1,0
'2321318628,GilmarBFilho,37,0
'721830998435094528,oli1119,17,0
'2823116197,hikaridenny,23,0
'818175294,khy1115,29,131
'4755125361,tiagomarianosi1,65,386
'470880652,YassenYassin,7,0
'3171911791,apple820804,10,0
'260073752,huhut113,27,0
'2690187219,pingkong1997,6,0
'382520145,Felixberg93,11,0
'313888051,A_Mathiot,14,0
'419493460,sylvia3479,12,0
'887316846894088192,ArslanturkOzkan,14,35
'302954179,EsTTeBaN_PinTo,382,0
'1497624361,red_signal5,13,0
'740967010067087360,hpHFEHPBCwem34D,19,0
'786568320216596480,crivespa,12,0
'240726386,lacanedeMir1,12,0
'1644991818,shadystar39,24,0
'942197436,DaveDavmc,91,0
'324370780,rachel1650,35,0
'1908544987,Crystal8754,6,0
'2547980622,ab11382,21,0
'757947026,RobertAiles,8,0
'2831374238,guanhao1004,1,0
'263661651,reclamaaa,42,0
'926624528,j_apelqvist,4,0
'195104872,cleaner2015,6,0
'537735299,hique_y,14,0
'349534102,fashiongrl,35,0
'723372889798385664,JOJO17850836,8,0
'908722856992878593,showchoirstock,51,0
'315857998,DaveMull1,14,0
'313330614,FazekasEmese,25,0
'156425606,aliciacsmart,55,0
'3765028042,ZHQXCX,20,0
'148787260,aveclesloups25,12,0
'1222652029,9fenerlixx9,8,0
'516765271,SntaTibi,3,0
'1228293390,cazzaniggabazzi,73,0
'79371349,yesiaputri,142,0
'298349867,nippalish,5,0
'236910934,TomiBudai,1,0
'1432294795,Deroncheng,26,0
'1028113806,maru_sera,12,0
'1102499862,Mintynfrank,16,0
'1576816248,alkx8888,38,0
'388129994,yaytousab,18,0
'300832351,IAhlander,32,0
'51386401,caribbeanss,19,28
'572280223,jean_pva,24,0
'1260689778,Una_uienana,16,0
'755384160173297664,kolechkabogdan2,30,0
'773665671574065152,Keyslpeo,6,0
'106760777,jaacalejandro,185,0
'2367450158,AlaidaLima,83,0
'318732091,junior20202020,36,0
'2606061510,HCcomeKC,58,0
'1689781207,MatterEXO,8,0
'505743361,920948130,20,0
'176453684,fakeyagostronda,65,0
'1679445848,KristianBrn,87,0
'199566814,khaira_marie,12,4
'347633730,gilsonvidaloka2,14,0
'327654432,FloMagDennBoden,14,0
'243552613,EisTiim,24,48
'716194460,Mayuriyutthkla,6,0
'1962361904,moneylovespeed,139,0
'762148987482808320,listen728,16,0
'160874201,nnathan23,1,0
'291922519,elkomy1a,14,0
'420687722,situation_d,75,0
'161116038,mockfis23,16,0
'302901560,zeroomc,11,0
'211628682,daniwomboldt,21,0
'339938515,potterrede,14,0
'1878593659,Kimptur,11,0
'253611726,oshuarol,0,0
'1494691879,IgnacioSepulv17,62,0
'2726690821,Radzik9,3,0
'4903871649,bobsimpsonn,5,0
'328003975,HalszD,24,0
'4386671412,YXwwOmlTsZewo09,10,0
'293915382,tomesro,16,58
'1869038466,DangeloFabiola,14,0
'802792562,AndreasSchello,2,0
'508689946,YOKTR43,9,0
'2540457920,Featurepointy,13,0
'21439219,martinmidas,4,0
'2857358985,fhldesignsuk,192,0
'942812271247548416,branden_rumball,28,0
'769037479,luc0304,101,749
'493055101,mlanizetto,19,0
'1156166461,PMoogan,27,0
'112819221,Jossestyle,98,0
'633547525,Alles_Oder_Nix,3,0
'700659027462590466,basiadam_1950,15,0
'1147981130,SipsiKalja,23,0
'365278935,khairulamry2,78,0
'171894807,Alan_Kings,50,0
'420847391,YonTroll,9,0
'2728720262,bhirson1,6,0
'2186520548,TmeaGeyer,0,0
'723560280,VyctorHabbo,51,0
'4142100074,JianJackie,70,123
'341599208,SophieAnneBrown,298,0
'2396604330,KoXuHeHe,9,0
'354275604,MilynhaMilena,12,0
'1312898988,mkgseo2,6,0
'911638705,katiemorris18,32,0
'1239302329,diakis225,27,100
'827131802481471489,3vwuNZUSBU2XMnP,9,0
'3028345925,Varodom_sea,28,0
'3301238464,shadow8death,21,0
'943940601963098113,Justin13412426,355,0
'123530639,TrallagenicHobo,19,0
'862135912054083586,Moe0098,24,0
'230022578,anissa3422,10,0
'557705805,ReneeClaudeL,5,0
'281925475,kh3357,16,0
'15877715,adebrown,63,0
'283333945,kpsb333,25,0
'183947042,swintter,17,0
'1621100214,AEunore,13,0
'859617679,pusatpusat19,8,0
'2365479084,DiGe25,12,0
'285287941,SnipingDynamick,23,0
'3151241568,leons3i9300,21,0
'935821886910382080,oLPLZ2OFtliyXSi,19,0
'486670260,macry93,13,0
'2745727480,armarxi,18,0
'17016693,youngnoble,55,114
'1045956734,justa652,43,0
'472284347,jeffersobramos3,3,0
'479995681,jkbluebird,5,0
'1920796873,imtavoguitar80,14,0
'194164218,Winner7777777,50,0
'3807534136,SGergelyne,8,0
'537194787,chuckdafavela,21,0
'2546860551,vimsefimsen,9,56
'183542784,hoonjun,18,0
'2148462637,donng67,6,0
'2400411160,1f45a1922bbb482,19,0
'2424100944,929510383,11,0
'95158917,MeghanMercer,27,0
'563063815,AdelinaWorseck,23,0
'2259312413,boneless_180,24,0
'298684150,zamire9,13,0
'487524478,yamaha80223,12,0
'1606147946,463444729,9,0
'723034640,macanic1,7,0
'2710096598,chloeipzz,78,0
'3272337942,encikyazid,9,0
'3089430613,jojo19931121,21,0
'184328589,parksanjeok,29,0
'746665412,vanialistiani,24,0
'3016869542,pashaturki432,20,0
'2387158068,SharkSmi,2,81
'407187753,alba_sullivan16,83,0
'228275852,bitbarcodeno1,12,0
'2585862716,tanyawang0920,26,0
'2864936069,season283750,39,0
'3401209840,ellen5119,3,0
'1423878902,387Sultan,69,0
'632043647,CosfordS,55,0
'1047395904,pancichristian,124,0
